         637770 function calls (617981 primitive calls) in 0.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 collection.py:369(CollectionFactory)
        3    0.000    0.000    0.000    0.000 credentials.py:2223(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 serialize.py:672(RestJSONSerializer)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 standard.py:386(ModeledRetryErrorDetector)
        1    0.000    0.000    0.000    0.000 monitoring.py:546(SocketPublisher)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 response.py:127(RawHandler)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 format.py:1475(_IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 standard.py:106(RetryEventAdapter)
        1    0.000    0.000    0.000    0.000 indexing.py:109(_IndexSlice)
        1    0.000    0.000    0.000    0.000 info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1393(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 action.py:48(ActionDocumenter)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 tarfile.py:738(SpecialFileError)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 bandwidth.py:17(RequestExceededException)
        1    0.000    0.000    0.000    0.000 response.py:188(MultiDecoder)
        1    0.000    0.000    0.000    0.000 visitor.py:83(Visitor)
        1    0.000    0.000    0.000    0.000 __init__.py:183(invoke_initializers)
        1    0.000    0.000    0.000    0.000 download.py:684(CompleteDownloadNOOPTask)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LexerError)
        1    0.000    0.000    0.000    0.000 pytables.py:99(Constant)
        1    0.000    0.000    0.000    0.000 auth.py:107(BaseSigner)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:187(c_int)
        1    0.000    0.000    0.000    0.000 model.py:222(Collection)
        1    0.000    0.000    0.000    0.000 managers.py:472(State)
        1    0.000    0.000    0.000    0.000 standard.py:438(StandardRetryConditions)
        1    0.000    0.000    0.000    0.000 visitor.py:59(Options)
        2    0.000    0.000    0.000    0.000 retryhandler.py:358(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 credentials.py:1060(InstanceMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:170(c_ushort)
        1    0.000    0.000    0.000    0.000 futures.py:517(BaseExecutor)
        1    0.000    0.000    0.000    0.000 pytables.py:4751(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 response.py:78(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 indexing.py:248(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainTan)
        1    0.000    0.000    0.000    0.000 __init__.py:273(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 _internal.py:256(c_void_p)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 session.py:462(get_default_client_config)
        1    0.000    0.000    0.000    0.000 resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 configprovider.py:757(ScopedConfigProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:151(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 download.py:711(DownloadChunkIterator)
        1    0.000    0.000    0.000    0.000 monitoring.py:192(APICallEvent)
        1    0.000    0.000    0.000    0.000 utils.py:87(DocumentModifiedShape)
        1    0.000    0.000    0.000    0.000 core.py:895(_DomainGreater)
        2    0.000    0.000    0.000    0.000 endpoint.py:387(__init__)
        4    0.000    0.000    0.000    0.000 useragent.py:116(to_string)
        1    0.000    0.000    0.000    0.000 collection.py:28(CollectionDocumenter)
        1    0.000    0.000    0.000    0.000 retryhandler.py:260(MaxAttemptsDecorator)
        1    0.000    0.000    0.000    0.000 sql.py:1537(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 expr.py:767(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 awsrequest.py:491(AWSPreparedRequest)
        1    0.000    0.000    0.000    0.000 request.py:1379(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 standard.py:342(ThrottledRetryableChecker)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:791(__init__)
        1    0.000    0.000    0.000    0.000 configprovider.py:726(InstanceVarProvider)
        1    0.000    0.000    0.000    0.000 _compute_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipc.py:88(RecordBatchFileReader)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:357(_unspecified)
        1    0.000    0.000    0.000    0.000 standard.py:70(RetryHandler)
        1    0.000    0.000    0.000    0.000 tokens.py:159(TokenProviderChain)
        1    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(RetriesExceededError)
        1    0.000    0.000    0.000    0.000 utils.py:169(CallArgs)
        1    0.000    0.000    0.000    0.000 handlers.py:964(ClientMethodAlias)
        1    0.000    0.000    0.000    0.000 managers.py:1002(Namespace)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 __init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(ArityError)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 utils.py:3324(FileWebIdentityTokenLoader)
        1    0.000    0.000    0.000    0.000 multi.py:167(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(IncompleteExpressionError)
        1    0.000    0.000    0.000    0.000 parsers.py:138(ResponseParserFactory)
        1    0.000    0.000    0.000    0.000 visitor.py:74(_Expression)
        1    0.000    0.000    0.000    0.000 model.py:154(Waiter)
        1    0.000    0.000    0.000    0.000 eventstream.py:40(InvalidHeadersLength)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 history.py:19(BaseHistoryHandler)
        1    0.000    0.000    0.000    0.000 base.py:55(_AlreadyWarned)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 credentials.py:225(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.000    0.000 resample.py:2033(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 __init__.py:335(StreamReaderProgress)
        1    0.000    0.000    0.000    0.000 readers.py:477(_Fwf_Defaults)
        1    0.000    0.000    0.000    0.000 errorfactory.py:57(ClientExceptionsFactory)
        1    0.000    0.000    0.000    0.000 credentials.py:1064(__init__)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 utils.py:762(InstanceMetadataRegionFetcher)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 blocks.py:2625(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        2    0.000    0.000    0.000    0.000 client.py:1352(partition)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 special.py:19(RetryIDPCommunicationError)
        1    0.000    0.000    0.000    0.000 docstringparser.py:99(Node)
        1    0.000    0.000    0.000    0.000 calendar.py:578(different_locale)
        1    0.000    0.000    0.000    0.000 monitoring.py:164(BaseMonitorEvent)
        1    0.000    0.000    0.000    0.000 typing.py:1489(__repr__)
        2    0.000    0.000    0.000    0.000 expr.py:168(_is_type)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 configprovider.py:793(EnvironmentProvider)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 utils.py:122(AutoPopulatedParam)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 model.py:139(Request)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 managers.py:1189(PoolProxy)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 bandwidth.py:61(BandwidthLimiter)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(MaxRetryError)
        1    0.000    0.000    0.000    0.000 pytables.py:637(TermValue)
        1    0.000    0.000    0.000    0.000 selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 core.py:82(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 inspect.py:748(getmro)
        1    0.000    0.000    0.000    0.000 model.py:33(Identifier)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:508(ErrorRule)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 __init__.py:706(Lookup)
        1    0.000    0.000    0.000    0.000 request.py:787(ProxyHandler)
        6    0.000    0.000    0.000    0.000 configparser.py:341(before_read)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 exceptions.py:62(MaxRetryError)
        1    0.000    0.000    0.000    0.000 special.py:30(RetryDDBChecksumError)
        1    0.000    0.000    0.000    0.000 client.py:16(Boto3ClientDocumenter)
        1    0.000    0.000    0.000    0.000 loaders.py:507(ExtrasProcessor)
        1    0.000    0.000    0.000    0.000 sql.py:1518(BaseEngine)
        1    0.000    0.000    0.000    0.000 threading.py:1038(_set_ident)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        4    0.000    0.000    0.000    0.000 calendar.py:97(<lambda>)
        1    0.000    0.000    0.000    0.000 stata.py:957(StataParser)
        2    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 auth.py:788(S3SigV4QueryAuth)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(RequestError)
        1    0.000    0.000    0.000    0.000 base.py:1(BaseRetryBackoff)
        1    0.000    0.000    0.000    0.000 __init__.py:67(_256Bit)
        1    0.000    0.000    0.000    0.000 standard.py:240(RetryPolicy)
        1    0.000    0.000    0.000    0.000 pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _typing.py:298(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 handlers.py:965(__init__)
        2    0.000    0.000    0.000    0.000 useragent.py:425(_build_config_metadata)
        1    0.000    0.000    0.000    0.000 model.py:45(ServiceId)
        1    0.000    0.000    0.000    0.000 indexing.py:2589(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 utils.py:615(TaskSemaphore)
        2    0.000    0.000    0.000    0.000 utils.py:3335(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:340(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(JMESPathError)
        1    0.000    0.000    0.000    0.000 response.py:116(GzipDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 docstring.py:30(ActionDocstring)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(RetriesExceededError)
        2    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 model.py:776(UnresolvableShapeMap)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 core.py:1159(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 managers.py:1154(ListProxy)
        1    0.000    0.000    0.000    0.000 expressions.py:45(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 core.py:874(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:2433(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 request.py:1057(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:75(Crc32Checksum)
        1    0.000    0.000    0.000    0.000 ops.py:564(FuncNode)
        1    0.000    0.000    0.000    0.000 core.py:927(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 request.py:1240(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 client.py:1537(LineTooLong)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 extras.py:1838(mr_class)
        1    0.000    0.000    0.000    0.000 connection.py:825(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 _linalg.py:73(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 format.py:1513(_ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 pydoc.py:2073(__init__)
        2    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 info.py:1032(_SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 ElementTree.py:107(ParseError)
        1    0.000    0.000    0.000    0.000 nanops.py:98(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 paginate.py:173(PaginatorModel)
        1    0.000    0.000    0.000    0.000 ops.py:1170(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 docscrape.py:107(ParseError)
        1    0.000    0.000    0.000    0.000 action.py:171(WaiterAction)
        1    0.000    0.000    0.000    0.000 compressors.py:67(LZMAFile)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 numerictypes.py:364(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 tarfile.py:710(ExFileObject)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 bandwidth.py:43(TimeUtils)
        1    0.000    0.000    0.000    0.000 core.py:146(MAError)
        1    0.000    0.000    0.000    0.000 eventstream.py:334(EventStreamMessage)
        1    0.000    0.000    0.000    0.000 signers.py:657(S3PostPresigner)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        2    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:18(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 __init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 errorfactory.py:58(__init__)
        1    0.000    0.000    0.000    0.000 validate.py:369(ParamValidationDecorator)
        1    0.000    0.000    0.000    0.000 util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 __init__.py:118(ParserError)
        1    0.000    0.000    0.000    0.000 hooks.py:29(NodeList)
        1    0.000    0.000    0.000    0.000 stata.py:792(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:112(Sha1Checksum)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:86(CrtCrc32Checksum)
        1    0.000    0.000    0.000    0.000 docscrape.py:602(ObjDoc)
        1    0.000    0.000    0.000    0.000 configparser.py:191(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:269(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 utils.py:596(StreamReaderProgress)
        1    0.000    0.000    0.000    0.000 eventstream.py:26(ParserError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(HTTPError)
        1    0.000    0.000    0.000    0.000 model.py:47(Action)
        1    0.000    0.000    0.000    0.000 pathlib.py:191(_WildcardSelector)
        2    0.000    0.000    0.000    0.000 compat.py:77(ensure_unicode)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 subresource.py:28(SubResourceDocumenter)
        1    0.000    0.000    0.000    0.000 download.py:741(DeferQueue)
        1    0.000    0.000    0.000    0.000 managers.py:110(RemoteError)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:54(ReentrantCallError)
        1    0.000    0.000    0.000    0.000 __init__.py:191(c_uint)
        1    0.000    0.000    0.000    0.000 utils.py:155(HideParamFromOperations)
        2    0.000    0.000    0.000    0.000 client.py:792(_resolve_signing_name)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 action.py:220(CustomModeledAction)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 pydoc.py:2312(ModuleScanner)
        1    0.000    0.000    0.000    0.000 docstring.py:85(ClientMethodDocstring)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 model.py:939(ShapeNameGenerator)
        1    0.000    0.000    0.000    0.000 frequencies.py:411(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 delete.py:16(DeleteSubmissionTask)
        1    0.000    0.000    0.000    0.000 _tzpath.py:176(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 download.py:530(GetObjectTask)
        1    0.000    0.000    0.000    0.000 utils.py:362(_RetriesExceededError)
        2    0.000    0.000    0.000    0.000 _compression.py:160(tell)
        1    0.000    0.000    0.000    0.000 pool.py:906(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:3337(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:394(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(HTTPError)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 futures.py:530(NonThreadedExecutor)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(NameResolutionError)
        1    0.000    0.000    0.000    0.000 utils.py:368(BadIMDSRequestError)
        1    0.000    0.000    0.000    0.000 paginate.py:697(ResultKeyIterator)
        1    0.000    0.000    0.000    0.000 auth.py:1122(BearerAuth)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 standard.py:373(ModeledRetryableChecker)
        1    0.000    0.000    0.000    0.000 client.py:1487(NotConnected)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 utils.py:1474(lru_cache_weakref)
        1    0.000    0.000    0.000    0.000 configparser.py:182(NoSectionError)
        1    0.000    0.000    0.000    0.000 example.py:182(ResponseExampleDocumenter)
        2    0.000    0.000    0.000    0.000 core.py:917(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:115(TokenSigner)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 exceptions.py:202(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(CompressionError)
        1    0.000    0.000    0.000    0.000 __init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:123(Sha256Checksum)
        1    0.000    0.000    0.000    0.000 exceptions.py:106(HostChangedError)
        1    0.000    0.000    0.000    0.000 threading.py:1439(_MainThread)
        1    0.000    0.000    0.000    0.000 retryhandler.py:401(ExceptionRaiser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 tarfile.py:726(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        3    0.000    0.000    0.000    0.000 core.py:901(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:1015(DummyConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 monitoring.py:252(APICallAttemptEvent)
        1    0.000    0.000    0.000    0.000 configprovider.py:645(BaseProvider)
        1    0.000    0.000    0.000    0.000 auth.py:186(SigV3Auth)
        1    0.000    0.000    0.000    0.000 accessors.py:608(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 __init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 exceptions.py:289(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(InvalidIMDSEndpointModeError)
        1    0.000    0.000    0.000    0.000 pydoc.py:1630(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 exceptions.py:182(LocationParseError)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 action.py:95(BatchAction)
        1    0.000    0.000    0.000    0.000 __init__.py:417(dev)
        1    0.000    0.000    0.000    0.000 __init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 standard.py:281(MaxAttemptsChecker)
        1    0.000    0.000    0.000    0.000 client.py:1490(InvalidURL)
        1    0.000    0.000    0.000    0.000 format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 configparser.py:255(InterpolationError)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 retryhandler.py:371(CRC32Checker)
        1    0.000    0.000    0.000    0.000 retryhandler.py:323(HTTPStatusCodeChecker)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:748(LinkOutsideDestinationError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(JMESPathTypeError)
        1    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 __init__.py:79(_64Bit)
        2    0.000    0.000    0.000    0.000 useragent.py:441(_build_app_id)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 upload.py:749(PutObjectTask)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 credentials.py:1819(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 __init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 configparser.py:312(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 example.py:194(RequestExampleDocumenter)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 copies.py:329(CopyPartTask)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 response.py:110(GzipDecoderState)
        2    0.000    0.000    0.000    0.000 endpoint_provider.py:57(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:97(TooHardError)
        1    0.000    0.000    0.000    0.000 __init__.py:231(c_byte)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 eventstream.py:48(InvalidPayloadLength)
        1    0.000    0.000    0.000    0.000 client.py:1501(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 attr.py:18(ResourceShapeDocumenter)
        1    0.000    0.000    0.000    0.000 auth.py:812(S3SigV4PostAuth)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 exceptions.py:192(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 base.py:517(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:203(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:76(_80Bit)
        1    0.000    0.000    0.000    0.000 compat.py:37(HTTPHeaders)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 dtypes.py:149(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 config.py:109(OptionError)
        1    0.000    0.000    0.000    0.000 tasks.py:330(CreateMultipartUploadTask)
